x,Ec=0V,Ec=-2V,Ec=-4V,Ec=-6V,Ec=-8V,Ec=-10V,Ec=-12V,Ec=-14V,Ec=-16V,Ec=-18V,Ec=-20V,Ec=-22V,Ec=-24V,Ec=-26V,Ec=-28V,Ec=-30V
254.296,,32.3552,24.4772,17.3849,11.9864,7.7455,4.6058,2.4632,1.1157,0.3902,,,,,,
255.535,,32.5917,24.7197,17.6065,12.1552,7.8836,4.7083,2.5481,1.1612,0.4141,,,,,,
255.824,,32.6516,24.7695,17.659,12.1927,7.9162,4.7332,2.568,1.1719,0.4191,,,,,,
255.928,,32.6737,24.7867,17.6779,12.206,7.9279,4.7421,2.575,1.1757,0.4209,,,,,,
256.071,,32.7048,24.8098,17.704,12.2243,7.9441,4.7545,2.5847,1.1811,0.4233,,,,,,
256.383,,32.7757,24.858,17.7614,12.2638,7.9795,4.7819,2.6057,1.1927,0.4283,,,,,,
258.291,,33.2681,25.1305,18.1111,12.4995,8.197,4.9531,2.7201,1.2655,0.4578,,,,,,
259.144,,33.4817,25.2684,18.2557,12.6043,8.2924,5.0312,2.7627,1.2989,0.4714,,,,,,
259.28,,33.5132,25.2933,18.2774,12.6211,8.3073,5.0438,2.7692,1.3043,0.4736,,,,,,
259.424,,33.5459,25.3211,18.3001,12.6391,8.3231,5.0571,2.776,1.31,0.4761,,,,,,
259.461,,33.5541,25.3285,18.3058,12.6437,8.3271,5.0605,2.7778,1.3115,0.4767,,,,,,
260.749,,33.8159,25.6447,18.4958,12.8083,8.4602,5.18,2.8367,1.3633,0.5006,,,,,,
260.97,,33.8575,25.7051,18.5277,12.8374,8.4813,5.2006,2.8467,1.3723,0.5051,,,,,,
261.971,,34.0426,25.9567,18.6765,12.9744,8.5728,5.294,2.8931,1.4138,0.5281,,,,,,
262.058,,34.0586,25.9757,18.6899,12.9867,8.5806,5.3021,2.8973,1.4174,0.5303,,,,,,
262.112,,34.0685,25.9871,18.6981,12.9942,8.5853,5.307,2.8998,1.4197,0.5316,,,,,,
262.134,,34.0727,25.9919,18.7017,12.9974,8.5874,5.3091,2.9009,1.4206,0.5322,,,,,,
262.669,,34.1726,26.0967,18.7876,13.0746,8.6357,5.3588,2.9275,1.4431,0.5466,,,,,,
263.369,,34.3056,26.2182,18.9078,13.1789,8.7017,5.4233,2.9655,1.4729,0.567,,,,,,
263.926,,34.4133,26.3081,19.0086,13.2643,8.758,5.4739,3.0001,1.4968,0.5843,,,,,,
265.122,,34.6511,26.496,19.2334,13.4498,8.8935,5.5797,3.1009,1.5489,0.6235,,,,,,
265.157,,34.6583,26.5017,19.2402,13.4553,8.8978,5.5828,3.1046,1.5504,0.6247,,,,,,
265.699,,34.7704,26.5914,19.3434,13.5387,8.9664,5.6293,3.1649,1.5743,0.643,,,,,,
265.804,,34.7925,26.6096,19.3633,13.5547,8.98,5.6382,3.1771,1.5789,0.6465,,,,,,
266.538,,34.951,26.7467,19.5019,13.6654,9.0784,5.7,3.2603,1.6115,0.6711,,,,,,
267.05,,35.0648,26.8513,19.5972,13.741,9.1491,5.7428,3.3103,1.6344,0.6879,,,,,,
267.102,,35.0763,26.8622,19.6067,13.7485,9.1563,5.7471,3.3149,1.6368,0.6896,,,,,,
267.574,,,26.9621,19.6935,13.8166,9.2224,5.7866,3.3538,1.658,0.7046,,,,,,
268.28,,,27.1059,19.8216,13.916,9.3219,5.8457,3.4053,1.69,0.7258,,,,,,
268.327,,,27.1149,19.8302,13.9226,9.3285,5.8497,3.4085,1.6921,0.7272,,,,,,
270.988,,,27.5638,20.3072,14.2854,9.6927,6.0855,3.5783,1.8151,0.7947,,,,,,
271.05,,,27.5742,20.3183,14.2937,9.7006,6.0914,3.5822,1.818,0.7962,,,,,,
271.071,,,27.5778,20.3221,14.2966,9.7034,6.0935,3.5835,1.819,0.7967,,,,,,
271.278,,,27.6133,20.3592,14.3247,9.7296,6.114,3.5965,1.8288,0.8015,,,,,,
272.049,,,27.7493,20.4978,14.4299,9.8241,6.1962,3.6458,1.8653,0.82,,,,,,
272.174,,,27.7718,20.5202,14.4471,9.8389,6.2104,3.6538,1.8713,0.823,,,,,,
273.02,,,27.9292,20.6721,14.5648,9.9364,6.3138,3.7099,1.912,0.8446,,,,,,
274.052,,,28.1343,20.8561,14.7131,10.05,6.4396,3.7805,1.9627,0.8744,0.2412,,,,,
274.339,,,28.1952,20.9069,14.7555,10.0809,6.4715,3.8006,1.977,0.8837,0.2472,,,,,
274.534,,,28.2376,20.9411,14.7844,10.1017,6.4922,3.8143,1.9868,0.8904,0.2513,,,,,
274.683,,,28.2709,20.9673,14.8068,10.1177,6.5077,3.8248,1.9943,0.8957,0.2544,,,,,
275.304,,,28.4182,21.0751,14.9011,10.1839,6.5688,3.8692,2.0258,0.9192,0.2674,,,,,
276.342,,,28.6752,21.2514,15.0636,10.2962,6.6651,3.9451,2.0797,0.9628,0.2889,,,,,
277.182,,,28.8451,21.3925,15.1988,10.3909,6.7409,4.0082,2.124,0.9998,0.3062,,,,,
277.569,,,28.9052,21.4581,15.262,10.4359,6.7758,4.0378,2.1446,1.0167,0.3141,,,,,
277.99,,,28.9627,21.5306,15.3312,10.4858,6.8139,4.0704,2.1671,1.0346,0.3226,,,,,
278.654,,,29.0459,21.6491,15.4409,10.5663,6.8748,4.1229,2.2027,1.0615,0.3359,,,,,
278.962,,,29.0842,21.707,15.4919,10.6044,6.9037,4.1477,2.2192,1.0733,0.342,,,,,
279.368,,,29.1364,21.7859,15.5591,10.6553,6.9426,4.1808,2.241,1.0881,0.35,,,,,
279.588,,,29.1663,21.8293,15.5954,10.6832,6.9641,4.1989,2.2528,1.0957,0.3542,,,,,
280.183,,,29.2574,21.9462,15.6934,10.7597,7.0244,4.2486,2.2848,1.1152,0.3656,,,,,
280.975,,,29.4126,22.087,15.8225,10.8637,7.1085,4.3158,2.3275,1.139,0.3802,,,,,
281.055,,,29.4302,22.0995,15.8354,10.8743,7.1171,4.3226,2.3319,1.1413,0.3816,,,,,
282.206,,,29.71,22.265,16.0188,11.0292,7.244,4.4209,2.3944,1.1735,0.4014,,,,,
282.48,,,29.7778,22.3057,16.0616,11.0667,7.2742,4.4443,2.4094,1.181,0.4058,,,,,
282.492,,,29.7806,22.3074,16.0634,11.0682,7.2754,4.4452,2.4101,1.1813,0.406,,,,,
282.811,,,29.857,22.357,16.1128,11.112,7.3101,4.4723,2.4276,1.19,0.4108,,,,,
283.393,,,29.9874,22.4536,16.2019,11.1925,7.3718,4.5214,2.4598,1.2059,0.4192,,,,,
283.98,,,30.1096,22.559,16.2906,11.2743,7.4316,4.5708,2.4925,1.2222,0.4271,,,,,
285.515,,,30.4007,22.8589,16.5186,11.4906,7.5842,4.6995,2.5797,1.2677,0.4476,,,,,
285.779,,,30.4481,22.9122,16.5574,11.5281,7.6109,4.7217,2.5951,1.2761,0.4515,,,,,
286.454,,,30.5672,23.0492,16.6564,11.6239,7.681,4.7784,2.635,1.299,0.4627,,,,,
286.948,,,30.6543,23.1495,16.7286,11.6936,7.7349,4.8201,2.6649,1.3171,0.4722,,,,,
287.269,,,30.7116,23.2143,16.7755,11.7384,7.7715,4.8472,2.6847,1.3294,0.4791,,,,,
287.527,,,30.7585,23.2663,16.8132,11.7742,7.802,4.8691,2.7009,1.3397,0.485,,,,,
287.588,,,30.7698,23.2786,16.8222,11.7827,7.8095,4.8743,2.7048,1.3421,0.4865,,,,,
288.075,,,30.8617,23.3756,16.8936,11.8492,7.8709,4.916,2.7362,1.3624,0.4988,,,,,
288.788,,,31.0051,23.5141,16.9988,11.9443,7.9668,4.9777,2.7839,1.3935,0.5188,,,,,
289.227,,,31.0998,23.5965,17.0644,12.0015,8.0277,5.0165,2.8144,1.4135,0.5322,,,,,
289.588,,,31.1799,23.6617,17.1188,12.0475,8.0775,5.0488,2.84,1.4302,0.5435,,,,,
290.906,,,31.4736,23.8806,17.324,12.2102,8.2458,5.1707,2.9366,1.4926,0.5869,,,,,
291.231,,,31.5429,23.931,17.3768,12.2496,8.2813,5.2016,2.9607,1.508,0.598,,,,,
291.904,,,31.6775,24.0342,17.4897,12.3306,8.3456,5.2659,3.0102,1.5394,0.621,,,,,
292.059,,,31.7067,24.0584,17.5167,12.3493,8.3592,5.2808,3.0215,1.5465,0.6263,,,,,
292.119,,,31.7178,24.0678,17.5272,12.3565,8.3643,5.2865,3.0258,1.5493,0.6284,,,,,
292.685,,,31.8167,24.1602,17.6286,12.4246,8.4111,5.3406,3.0665,1.5747,0.6477,,,,,
292.963,,,31.8625,24.2087,17.6793,12.4581,8.4335,5.3669,3.0861,1.5868,0.6572,,,,,
294.215,,,32.0596,24.4555,17.9112,12.6128,8.5396,5.4839,3.1736,1.6392,0.6986,,,,,
294.414,,,32.0911,24.4972,17.9475,12.6382,8.5587,5.5021,3.1873,1.6473,0.7048,,,,,
294.601,,,32.1213,24.5366,17.9812,12.6625,8.5774,5.5191,3.2002,1.6549,0.7106,,,,,
295.039,,,32.1951,24.629,18.0585,12.7205,8.6254,5.5584,3.2301,1.6725,0.7235,,,,,
295.365,,,32.2552,24.6977,18.1145,12.765,8.6658,5.5875,3.2524,1.6857,0.7327,,,,,
295.857,,,32.3576,24.7986,18.1955,12.8334,8.7331,5.631,3.2858,1.7055,0.7456,,,,,
296.361,,,32.4771,24.8976,18.2748,12.9044,8.8079,5.6757,3.3201,1.726,0.7579,,,,,
297.388,,,32.7286,25.0816,18.428,13.0464,8.9649,5.767,3.3894,1.769,0.7809,,,,,
297.735,,,32.8038,25.1401,18.4782,13.0926,9.0157,5.7982,3.4128,1.784,0.7884,,,,,
298.358,,,32.9229,25.2436,18.5675,13.174,9.1,5.8547,3.4547,1.8118,0.802,,,,,
298.684,,,32.9804,25.298,18.6142,13.2163,9.1398,5.8846,3.4767,1.827,0.8094,,,,,
298.82,,,33.0039,25.3209,18.6337,13.234,9.1554,5.8972,3.4859,1.8334,0.8126,,,,,
299.172,,,33.0637,25.3809,18.6844,13.2794,9.1934,5.9299,3.5096,1.8504,0.8209,,,,,
299.675,,,33.149,25.4702,18.7582,13.3446,9.243,5.9771,3.5436,1.8756,0.8333,,,,,
299.73,,,33.1584,25.4803,18.7664,13.3517,9.2481,5.9823,3.5473,1.8784,0.8346,0.2247,,,,
299.798,,,33.17,25.4928,18.7766,13.3605,9.2545,5.9887,3.5519,1.8819,0.8364,0.2259,,,,
300.276,,,33.2537,25.5846,18.8502,13.423,9.2976,6.0343,3.5843,1.907,0.8487,0.234,,,,
300.829,,,33.3565,25.6967,18.9424,13.4963,9.3457,6.0878,3.6221,1.9371,0.8636,0.2433,,,,
301.461,,,33.4857,25.8294,19.0592,13.582,9.4005,6.1498,3.6656,1.9725,0.881,0.2541,,,,
302.896,,,33.8195,26.1264,19.3441,13.7849,9.5401,6.2943,3.7662,2.0556,0.9223,0.2786,,,,
302.963,,,33.8362,26.1395,19.3569,13.7947,9.5477,6.3012,3.771,2.0596,0.9243,0.2798,,,,
303.027,,,33.8521,26.1518,19.369,13.8039,9.555,6.3078,3.7756,2.0634,0.9262,0.2809,,,,
303.845,,,34.0582,26.3002,19.5172,13.922,9.6594,6.3926,3.8345,2.111,0.9507,0.2952,,,,
304.724,,,,26.4502,19.6685,14.0466,9.7872,6.4856,3.8992,2.1602,0.9778,0.3107,,,,
304.984,,,,26.4943,19.7122,14.0823,9.8262,6.5133,3.9186,2.1737,0.9859,0.3154,,,,
305.196,,,,26.5306,19.7475,14.1109,9.8582,6.5362,3.9346,2.1843,0.9926,0.3192,,,,
305.278,,,,26.5447,19.7611,14.1218,9.8705,6.545,3.9408,2.1883,0.9952,0.3207,,,,
306.118,,,,26.6919,19.8985,14.229,9.9941,6.6361,4.005,2.2255,1.0223,0.3361,,,,
306.798,,,,26.8154,20.0073,14.3132,10.0886,6.7103,4.0579,2.2525,1.045,0.3489,,,,
307.209,,,,26.8912,20.0723,14.365,10.1428,6.7551,4.0903,2.2688,1.0591,0.3568,,,,
307.279,,,,26.9042,20.0832,14.3739,10.1518,6.7627,4.0958,2.2716,1.0615,0.3581,,,,
308.437,,,,27.1199,20.2629,14.5322,10.2939,6.888,4.1884,2.3214,1.1035,0.3813,,,,
308.707,,,,27.1703,20.3045,14.5724,10.3256,6.9169,4.2104,2.3338,1.1138,0.3869,,,,
309.022,,,,27.2288,20.353,14.6209,10.362,6.9504,4.236,2.3485,1.1259,0.3936,,,,
310.631,,,,27.5211,20.6039,14.8849,10.542,7.1153,4.3691,2.4285,1.1891,0.4303,,,,
311.405,,,,27.6534,20.7296,15.0152,10.6264,7.1891,4.4345,2.4694,1.2188,0.4496,,,,
311.786,,,,27.7163,20.7932,15.0783,10.6675,7.2232,4.4669,2.4901,1.2329,0.4595,,,,
312.132,,,,27.7734,20.8526,15.1347,10.7049,7.2527,4.4967,2.5093,1.2457,0.4687,,,,
312.165,,,,27.7788,20.8583,15.14,10.7085,7.2555,4.4995,2.5111,1.2469,0.4696,,,,
312.614,,,,27.8541,20.937,15.2101,10.757,7.2906,4.5384,2.5365,1.2633,0.4819,,,,
313.376,,,,27.9943,21.0738,15.3168,10.8398,7.3427,4.6048,2.5811,1.2913,0.5034,,,,
313.595,,,,28.0398,21.1138,15.3445,10.8639,7.3562,4.6239,2.5942,1.2994,0.5097,,,,
315.099,,,,28.3978,21.389,15.525,11.0363,7.4427,4.7531,2.6906,1.3573,0.5541,,,,
315.657,,,,28.5253,21.4889,15.5969,11.1045,7.4809,4.7992,2.7297,1.3801,0.5709,,,,
315.674,,,,28.529,21.492,15.5992,11.1066,7.4822,4.8006,2.7309,1.3808,0.5714,,,,
315.739,,,,28.5429,21.5033,15.6078,11.1147,7.4872,4.8058,2.7356,1.3835,0.5733,,,,
316.266,,,,28.6479,21.5942,15.6794,11.1815,7.5321,4.8475,2.7745,1.4062,0.5891,,,,
316.619,,,,28.7103,21.6538,15.7287,11.2272,7.567,4.8747,2.8015,1.422,0.5997,,,,
317.103,,,,28.7877,21.734,15.7971,11.2903,7.6205,4.9108,2.8395,1.4447,0.6141,,,,
317.166,,,,28.7973,21.7443,15.806,11.2985,7.6279,4.9153,2.8444,1.4478,0.616,,,,
317.468,,,,28.8423,21.7938,15.8492,11.338,7.6643,4.9371,2.8686,1.4627,0.6249,,,,
319.561,,,,29.1523,22.141,16.1541,11.614,7.9474,5.0795,3.0327,1.5787,0.6863,,,,
319.828,,,,29.1963,22.1867,16.1933,11.6496,7.9855,5.0973,3.0511,1.5941,0.6939,,,,
320.1,,,,29.2433,22.2337,16.2333,11.686,8.0245,5.1155,3.0686,1.6099,0.7017,,,,
320.804,,,,29.3728,22.3566,16.3366,11.7808,8.1252,5.1629,3.1076,1.6495,0.7216,,,,
321.593,,,,29.5288,22.4957,16.4514,11.888,8.2344,5.2174,3.143,1.6906,0.7434,,,,
321.605,,,,29.5313,22.4978,16.4531,11.8897,8.2359,5.2182,3.1435,1.6911,0.7437,,,,
322.119,,,,29.638,22.5892,16.5277,11.9605,8.3013,5.255,3.1643,1.7151,0.7576,,,,
323.095,,,,29.8472,22.7633,16.6697,12.0957,8.4061,5.3289,3.2042,1.7541,0.7831,,,,
323.235,,,,29.8777,22.7883,16.6903,12.1152,8.4196,5.3402,3.2103,1.7591,0.7866,0.1745,,,
323.793,,,,29.9998,22.888,16.7738,12.1928,8.4718,5.3872,3.236,1.7785,0.8004,0.1854,,,
323.872,,,,30.017,22.902,16.7858,12.2037,8.4792,5.3942,3.2398,1.7811,0.8023,0.187,,,
324.236,,,,,22.9672,16.8425,12.2542,8.5132,5.4279,3.2583,1.7932,0.811,0.1941,,,
324.497,,,,,23.0135,16.884,12.2901,8.5377,5.4532,3.2722,1.8017,0.8172,0.1991,,,
324.588,,,,,23.0297,16.8988,12.3026,8.5464,5.4624,3.2773,1.8047,0.8193,0.2009,,,
325.83,,,,,23.2496,17.1075,12.4698,8.6678,5.5982,3.3523,1.8459,0.8475,0.2251,,,
325.978,,,,,23.2756,17.1327,12.489,8.6827,5.6153,3.3619,1.851,0.8508,0.228,,,
327.457,,,,,23.5356,17.3824,12.6695,8.8344,5.7813,3.4629,1.9057,0.8839,0.2566,,,
327.879,,,,,23.6097,17.4525,12.7181,8.8783,5.8245,3.4931,1.9228,0.8937,0.2648,,,
328.459,,,,,23.7122,17.5482,12.7849,8.9392,5.8802,3.5354,1.9476,0.9075,0.2759,,,
328.927,,,,,23.795,17.6246,12.8394,8.9884,5.922,3.5701,1.9685,0.919,0.2849,,,
329.234,,,,,23.8496,17.6744,12.8758,9.0208,5.9485,3.5931,1.9827,0.9269,0.2908,,,
329.234,,,,,23.8497,17.6744,12.8758,9.0208,5.9485,3.5931,1.9827,0.9269,0.2908,,,
330.908,,,,,24.1485,17.9398,13.082,9.1981,6.0845,3.721,2.0647,0.9727,0.3224,,,
331.035,,,,,24.1713,17.9595,13.0981,9.2116,6.0946,3.7309,2.0712,0.9764,0.3247,,,
333.08,,,,,24.534,18.2625,13.364,9.4291,6.2572,3.8907,2.1821,1.0408,0.3622,,,
333.306,,,,,24.5734,18.2937,13.3944,9.453,6.2758,3.9084,2.195,1.0485,0.3663,,,
333.353,,,,,24.5816,18.3002,13.4007,9.458,6.2796,3.9121,2.1976,1.0501,0.3671,,,
335.163,,,,,24.8907,18.5317,13.6587,9.6494,6.44,4.0533,2.306,1.1167,0.4005,,,
335.259,,,,,24.9068,18.5434,13.6731,9.6595,6.4494,4.0607,2.3121,1.1205,0.4023,,,
335.479,,,,,24.9438,18.57,13.7066,9.6825,6.4715,4.0776,2.326,1.1293,0.4065,,,
336.017,,,,,25.034,18.6351,13.7892,9.7384,6.5285,4.1187,2.3606,1.1514,0.4169,,,
336.364,,,,,25.0923,18.6779,13.8432,9.7744,6.5678,4.145,2.3834,1.1662,0.4237,,,
336.566,,,,,25.1263,18.7036,13.8747,9.7953,6.5915,4.1602,2.3968,1.1751,0.4277,,,
337.218,,,,,25.2364,18.7911,13.9767,9.8627,6.6715,4.2084,2.4408,1.2043,0.4408,,,
337.237,,,,,25.2396,18.7938,13.9797,9.8647,6.6739,4.2098,2.4422,1.2052,0.4412,,,
337.661,,,,,25.3117,18.8565,14.0458,9.9091,6.7283,4.2405,2.4712,1.2247,0.45,,,
339.574,,,,,25.6401,19.1902,14.3381,10.1381,6.9682,4.3722,2.6019,1.3152,0.4912,,,
340.228,,,,,25.7539,19.3208,14.4345,10.2302,7.0402,4.4156,2.6443,1.3456,0.506,,,
340.374,,,,,25.7793,19.3508,14.4556,10.2511,7.0553,4.4252,2.6534,1.3522,0.5094,,,
341.247,,,,,25.9329,19.5346,14.5788,10.3778,7.1404,4.483,2.7038,1.3904,0.5299,,,
341.415,,,,,25.9626,19.5694,14.6017,10.4022,7.1559,4.4942,2.7126,1.3973,0.5339,,,
341.728,,,,,26.0187,19.6326,14.6439,10.4476,7.1844,4.5153,2.7281,1.4098,0.5415,,,
342.077,,,,,26.0817,19.6986,14.6897,10.4979,7.2154,4.5391,2.7442,1.4229,0.5501,,,
342.739,,,,,26.2043,19.81,14.7737,10.5917,7.2726,4.5855,2.7719,1.4452,0.5667,,,
342.96,,,,,26.2466,19.8435,14.8011,10.6224,7.2914,4.6015,2.7806,1.4519,0.5723,,,
343.1,,,,,26.2738,19.864,14.8182,10.6418,7.3032,4.6117,2.786,1.4561,0.5759,,,
343.792,,,,,26.4141,19.9605,14.9017,10.735,7.3612,4.6639,2.8124,1.4751,0.5941,,,
344.377,,,,,,20.0393,14.9708,10.8098,7.4096,4.7096,2.8355,1.4898,0.6097,,,
345.814,,,,,,20.2427,15.142,10.9763,7.5296,4.8274,2.9032,1.5256,0.6497,,,
345.914,,,,,,20.2583,15.1542,10.9871,7.5381,4.8358,2.9088,1.5283,0.6526,,,
345.956,,,,,,20.2649,15.1594,10.9916,7.5416,4.8393,2.9112,1.5294,0.6538,,,
347.029,,,,,,20.4509,15.297,11.1028,7.6349,4.9311,2.9786,1.5612,0.685,,,
347.323,,,,,,20.5054,15.3365,11.1323,7.6614,4.9564,2.9988,1.5711,0.6937,,,
347.492,,,,,,20.5369,15.3596,11.1492,7.6768,4.971,3.0108,1.577,0.6987,,,
348.92,,,,,,20.7879,15.5659,11.2942,7.8126,5.0946,3.1176,1.6335,0.7421,,,
349.001,,,,,,20.8006,15.5781,11.3027,7.8205,5.1017,3.1239,1.6369,0.7446,,,
349.688,,,,,,20.904,15.6856,11.3786,7.8896,5.1623,3.1778,1.6673,0.766,,,
350.515,,,,,,21.0213,15.8216,11.4764,7.9753,5.2365,3.2429,1.7054,0.7922,,,
351.032,,,,,,21.0938,15.9093,11.5402,8.0302,5.2835,3.2827,1.7298,0.8088,,,
351.427,,,,,,21.1499,15.977,11.5899,8.0726,5.3196,3.3122,1.7487,0.8216,0.179,,
351.47,,,,,,21.1562,15.9846,11.5954,8.0774,5.3236,3.3154,1.7508,0.823,0.1799,,
352.395,,,,,,21.298,16.144,11.7137,8.1785,5.4089,3.3804,1.7954,0.8531,0.2003,,
352.952,,,,,,21.3985,16.2383,11.7853,8.2402,5.4603,3.4168,1.8224,0.8713,0.2126,,
353.279,,,,,,21.4645,16.2923,11.8274,8.2766,5.4905,3.4373,1.8382,0.882,0.2198,,
353.628,,,,,,21.5397,16.3484,11.8723,8.3156,5.5228,3.4587,1.855,0.8934,0.2275,,
353.81,,,,,,21.5798,16.3768,11.8956,8.3359,5.5396,3.4696,1.8637,0.8993,0.2316,,
354.361,,,,,,21.6985,16.4591,11.9661,8.3973,5.5902,3.5019,1.89,0.9171,0.2437,,
354.718,,,,,,21.77,16.5097,12.0117,8.4373,5.6229,3.5225,1.9069,0.9286,0.2517,,
356.04,,,,,,21.999,16.6804,12.1801,8.5845,5.7429,3.5969,1.969,0.9703,0.281,,
357.938,,,,,,22.2929,16.9035,12.4205,8.7923,5.9105,3.7027,2.0573,1.0268,0.3235,,
358.23,,,,,,22.3373,16.9379,12.4573,8.8236,5.9354,3.7191,2.0709,1.035,0.33,,
358.802,,,,,,22.4247,17.0066,12.5295,8.8843,5.9838,3.7515,2.0976,1.0506,0.343,,
359.605,,,,,,22.5475,17.1073,12.6305,8.9676,6.0501,3.7978,2.1352,1.0714,0.3612,,
359.699,,,,,,22.5618,17.1195,12.6423,8.9772,6.0578,3.8033,2.1397,1.0737,0.3634,,
359.953,,,,,,22.6008,17.1534,12.6742,9.0033,6.0785,3.8184,2.1517,1.08,0.3692,,
360.282,,,,,,22.6511,17.199,12.7154,9.0369,6.105,3.8381,2.1673,1.0878,0.3768,,
360.854,,,,,,22.7388,17.2843,12.7869,9.0955,6.1511,3.8736,2.1946,1.1011,0.39,,
361.085,,,,,,22.7743,17.3209,12.8159,9.1193,6.1698,3.8884,2.2058,1.1063,0.3954,,
361.328,,,,,,22.8116,17.3604,12.8462,9.1445,6.1894,3.9042,2.2177,1.1117,0.4011,,
363.459,,,,,,,17.7018,13.1112,9.3779,6.3707,4.0623,2.3263,1.1584,0.4516,,
363.544,,,,,,,17.7134,13.1218,9.3879,6.3787,4.0695,2.3308,1.1603,0.4537,,
363.598,,,,,,,17.7206,13.1285,9.3942,6.3838,4.074,2.3337,1.1615,0.455,,
363.618,,,,,,,17.7233,13.131,9.3966,6.3857,4.0757,2.3347,1.162,0.4554,,
366.178,,,,,,,18.0211,13.459,9.7189,6.6589,4.2984,2.4799,1.2274,0.5173,,
366.234,,,,,,,18.0275,13.4665,9.726,6.6648,4.3029,2.4832,1.2291,0.5186,,
366.357,,,,,,,18.0417,13.4832,9.7418,6.6777,4.3128,2.4905,1.2328,0.5216,,
366.795,,,,,,,18.0944,13.5441,9.7979,6.722,4.347,2.5166,1.2468,0.5321,,
367.228,,,,,,,18.1512,13.606,9.8527,6.763,4.3787,2.5425,1.2616,0.5426,,
367.428,,,,,,,18.1799,13.635,9.8778,6.7809,4.3927,2.5545,1.2689,0.5474,,
367.579,,,,,,,18.203,13.6571,9.8966,6.7941,4.4031,2.5636,1.2745,0.551,,
368.697,,,,,,,18.4071,13.8192,10.0318,6.8836,4.4756,2.6309,1.3208,0.5783,,
369.402,,,,,,,18.5419,13.9126,10.1124,6.9362,4.5188,2.6731,1.3536,0.5958,,
369.72,,,,,,,18.5976,13.9509,10.1478,6.9598,4.538,2.6921,1.3692,0.6038,,
371.067,,,,,,,18.8033,14.0987,10.2919,7.0605,4.6187,2.7713,1.4385,0.6382,,
372.43,,,,,,,18.9925,14.252,10.4319,7.1717,4.7016,2.8486,1.511,0.6744,,
372.785,,,,,,,19.0409,14.295,10.4681,7.2035,4.7238,2.8681,1.5297,0.6841,,
372.811,,,,,,,19.0445,14.2983,10.4707,7.2059,4.7255,2.8695,1.5311,0.6848,,
372.873,,,,,,,19.0529,14.3059,10.477,7.2116,4.7293,2.8728,1.5343,0.6865,,
373.274,,,,,,,19.1076,14.3565,10.5179,7.2494,4.7548,2.8943,1.555,0.6976,0.1886,
373.709,,,,,,,19.1673,14.413,10.5626,7.2922,4.7831,2.9171,1.577,0.7097,0.1977,
373.877,,,,,,,19.1904,14.4351,10.58,7.3092,4.7941,2.9258,1.5854,0.7144,0.2012,
374.836,,,,,,,19.3238,14.5643,10.6816,7.4103,4.8599,2.9744,1.6309,0.7415,0.2212,
376.152,,,,,,,19.51,14.746,10.8278,7.5574,4.9626,3.0397,1.6871,0.779,0.2485,
377.053,,,,,,,19.6388,14.8708,10.931,7.6604,5.053,3.0851,1.7222,0.8045,0.2671,
377.287,,,,,,,19.6723,14.9029,10.9579,7.6869,5.0802,3.0971,1.731,0.8111,0.2719,
377.988,,,,,,,19.7731,14.9982,11.039,7.7655,5.1661,3.1341,1.7567,0.8308,0.2862,
378.298,,,,,,,19.8177,15.04,11.0748,7.7998,5.2024,3.1511,1.7679,0.8395,0.2925,
378.575,,,,,,,,15.0773,11.1067,7.8301,5.2327,3.1665,1.7777,0.8471,0.2981,
379.064,,,,,,,,15.1434,11.1631,7.8832,5.2814,3.1947,1.7948,0.8605,0.308,
380.589,,,,,,,,15.362,11.3398,8.0446,5.4088,3.2883,1.8474,0.901,0.338,
380.736,,,,,,,,15.3846,11.3569,8.0598,5.4201,3.2977,1.8524,0.9048,0.3408,
380.975,,,,,,,,15.422,11.3849,8.0847,5.4384,3.3131,1.8607,0.9109,0.3454,
381.629,,,,,,,,15.5263,11.4614,8.152,5.4873,3.3559,1.8836,0.9271,0.3576,
382.729,,,,,,,,15.7021,11.5916,8.2645,5.5679,3.4293,1.9234,0.9535,0.3769,
383.471,,,,,,,,15.8161,11.6807,8.3403,5.6224,3.4794,1.9517,0.971,0.3888,
383.852,,,,,,,,15.8722,11.7269,8.3793,5.6509,3.5052,1.9667,0.9801,0.3946,
384.151,,,,,,,,15.9147,11.7635,8.41,5.6737,3.5255,1.9788,0.9873,0.399,
384.556,,,,,,,,15.9701,11.8135,8.4518,5.7053,3.5529,1.9955,0.9973,0.4047,
384.588,,,,,,,,15.9743,11.8174,8.455,5.7078,3.555,1.9968,0.9981,0.4051,
386.658,,,,,,,,16.2357,12.0789,8.6685,5.8771,3.6943,2.0877,1.0536,0.4334,
387.401,,,,,,,,16.3303,12.175,8.7435,5.9355,3.744,2.1223,1.0763,0.4441,
388.008,,,,,,,,16.412,12.2543,8.8037,5.9815,3.7845,2.1512,1.0964,0.4531,
388.395,,,,,,,,16.4669,12.3049,8.8413,6.0103,3.8102,2.1699,1.1098,0.459,
388.4,,,,,,,,16.4676,12.3055,8.8418,6.0107,3.8105,2.1701,1.11,0.4591,
389.21,,,,,,,,16.5903,12.4122,8.9182,6.0708,3.8642,2.2096,1.1399,0.472,
389.686,,,,,,,,16.6663,12.475,8.9613,6.1061,3.8957,2.233,1.1583,0.48,
391.572,,,,,,,,16.9859,12.7247,9.1262,6.2491,4.0197,2.3266,1.2355,0.5144,
