Vp,Vg,Ia
152.0,-13.0,0.191
153.0,-13.0,0.268
154.0,-13.0,0.343
155.0,-13.0,0.417
156.0,-13.0,0.489
157.0,-13.0,0.559
158.0,-13.0,0.627
159.0,-13.0,0.693
160.0,-13.0,0.76
161.0,-13.0,0.828
162.0,-13.0,0.899
163.0,-13.0,0.975
164.0,-13.0,1.061
165.0,-13.0,1.157
166.0,-13.0,1.266
167.0,-13.0,1.388
168.0,-13.0,1.515
169.0,-13.0,1.639
170.0,-13.0,1.752
171.0,-13.0,1.848
172.0,-13.0,1.923
173.0,-13.0,1.986
174.0,-13.0,2.048
175.0,-13.0,2.118
176.0,-13.0,2.208
177.0,-13.0,2.324
178.0,-13.0,2.459
179.0,-13.0,2.608
180.0,-13.0,2.761
181.0,-13.0,2.912
182.0,-13.0,3.057
183.0,-13.0,3.202
184.0,-13.0,3.354
185.0,-13.0,3.519
186.0,-13.0,3.704
187.0,-13.0,3.91
188.0,-13.0,4.134
189.0,-13.0,4.37
190.0,-13.0,4.611
191.0,-13.0,4.854
192.0,-13.0,5.097
193.0,-13.0,5.35
194.0,-13.0,5.617
195.0,-13.0,5.907
196.0,-13.0,6.224
197.0,-13.0,6.562
198.0,-13.0,6.91
199.0,-13.0,7.26
200.0,-13.0,7.6
201.0,-13.0,7.92
202.0,-13.0,8.231
203.0,-13.0,8.551
204.0,-13.0,8.898
205.0,-13.0,9.285
206.0,-13.0,9.713
207.0,-13.0,10.174
208.0,-13.0,10.658
209.0,-13.0,11.162
210.0,-13.0,11.683
211.0,-13.0,12.217
212.0,-13.0,12.762
213.0,-13.0,13.309
214.0,-13.0,13.846
215.0,-13.0,14.359
216.0,-13.0,14.857
217.0,-13.0,15.358
218.0,-13.0,15.883
219.0,-13.0,16.46
220.0,-13.0,17.082
221.0,-13.0,17.715
222.0,-13.0,18.32
223.0,-13.0,18.895
224.0,-13.0,19.456
225.0,-13.0,20.019
226.0,-13.0,20.594
227.0,-13.0,21.18
228.0,-13.0,21.771
229.0,-13.0,22.362
230.0,-13.0,22.95
231.0,-13.0,23.536
232.0,-13.0,24.118
233.0,-13.0,24.702
234.0,-13.0,25.304
235.0,-13.0,25.949
236.0,-13.0,26.656
237.0,-13.0,27.387
238.0,-13.0,28.089
239.0,-13.0,28.74
240.0,-13.0,29.36
241.0,-13.0,29.969
242.0,-13.0,30.581
243.0,-13.0,31.207
244.0,-13.0,31.855
245.0,-13.0,32.538
246.0,-13.0,33.243
247.0,-13.0,33.939
248.0,-13.0,34.593
249.0,-13.0,35.207
161.0,-14.0,0.094
162.0,-14.0,0.14
163.0,-14.0,0.189
164.0,-14.0,0.241
165.0,-14.0,0.298
166.0,-14.0,0.364
167.0,-14.0,0.439
168.0,-14.0,0.52
169.0,-14.0,0.605
170.0,-14.0,0.692
171.0,-14.0,0.776
172.0,-14.0,0.859
173.0,-14.0,0.938
174.0,-14.0,1.013
175.0,-14.0,1.085
176.0,-14.0,1.151
177.0,-14.0,1.212
178.0,-14.0,1.274
179.0,-14.0,1.342
180.0,-14.0,1.425
181.0,-14.0,1.526
182.0,-14.0,1.643
183.0,-14.0,1.767
184.0,-14.0,1.89
185.0,-14.0,2.006
186.0,-14.0,2.105
187.0,-14.0,2.189
188.0,-14.0,2.262
189.0,-14.0,2.332
190.0,-14.0,2.407
191.0,-14.0,2.493
192.0,-14.0,2.591
193.0,-14.0,2.701
194.0,-14.0,2.825
195.0,-14.0,2.964
196.0,-14.0,3.121
197.0,-14.0,3.294
198.0,-14.0,3.478
199.0,-14.0,3.665
200.0,-14.0,3.848
201.0,-14.0,4.023
202.0,-14.0,4.194
203.0,-14.0,4.369
204.0,-14.0,4.552
205.0,-14.0,4.75
206.0,-14.0,4.967
207.0,-14.0,5.203
208.0,-14.0,5.455
209.0,-14.0,5.722
210.0,-14.0,6.001
211.0,-14.0,6.291
212.0,-14.0,6.593
213.0,-14.0,6.911
214.0,-14.0,7.25
215.0,-14.0,7.618
216.0,-14.0,8.02
217.0,-14.0,8.441
218.0,-14.0,8.859
219.0,-14.0,9.247
220.0,-14.0,9.606
221.0,-14.0,9.953
222.0,-14.0,10.307
223.0,-14.0,10.693
224.0,-14.0,11.117
225.0,-14.0,11.547
226.0,-14.0,11.962
227.0,-14.0,12.366
228.0,-14.0,12.775
229.0,-14.0,13.198
230.0,-14.0,13.645
231.0,-14.0,14.129
232.0,-14.0,14.652
233.0,-14.0,15.201
234.0,-14.0,15.758
235.0,-14.0,16.303
236.0,-14.0,16.833
237.0,-14.0,17.36
238.0,-14.0,17.894
239.0,-14.0,18.448
240.0,-14.0,19.022
241.0,-14.0,19.607
242.0,-14.0,20.19
243.0,-14.0,20.768
244.0,-14.0,21.346
245.0,-14.0,21.928
246.0,-14.0,22.52
247.0,-14.0,23.125
248.0,-14.0,23.746
249.0,-14.0,24.39
250.0,-14.0,25.057
251.0,-14.0,25.741
252.0,-14.0,26.431
253.0,-14.0,27.115
254.0,-14.0,27.783
255.0,-14.0,28.428
256.0,-14.0,29.061
257.0,-14.0,29.698
258.0,-14.0,30.359
259.0,-14.0,31.054
260.0,-14.0,31.774
172.0,-15.0,0.107
173.0,-15.0,0.13
174.0,-15.0,0.164
175.0,-15.0,0.214
176.0,-15.0,0.284
177.0,-15.0,0.375
178.0,-15.0,0.478
179.0,-15.0,0.587
180.0,-15.0,0.696
181.0,-15.0,0.799
182.0,-15.0,0.894
183.0,-15.0,0.983
184.0,-15.0,1.069
185.0,-15.0,1.156
186.0,-15.0,1.247
187.0,-15.0,1.344
188.0,-15.0,1.442
189.0,-15.0,1.538
190.0,-15.0,1.629
191.0,-15.0,1.708
192.0,-15.0,1.777
193.0,-15.0,1.84
194.0,-15.0,1.907
195.0,-15.0,1.982
196.0,-15.0,2.07
197.0,-15.0,2.167
198.0,-15.0,2.269
199.0,-15.0,2.373
200.0,-15.0,2.474
201.0,-15.0,2.57
202.0,-15.0,2.661
203.0,-15.0,2.756
204.0,-15.0,2.861
205.0,-15.0,2.984
206.0,-15.0,3.131
207.0,-15.0,3.297
208.0,-15.0,3.47
209.0,-15.0,3.64
210.0,-15.0,3.799
211.0,-15.0,3.939
212.0,-15.0,4.067
213.0,-15.0,4.192
214.0,-15.0,4.323
215.0,-15.0,4.468
216.0,-15.0,4.631
217.0,-15.0,4.808
218.0,-15.0,4.996
219.0,-15.0,5.19
220.0,-15.0,5.389
221.0,-15.0,5.589
222.0,-15.0,5.792
223.0,-15.0,5.998
224.0,-15.0,6.21
225.0,-15.0,6.428
226.0,-15.0,6.655
227.0,-15.0,6.89
228.0,-15.0,7.133
229.0,-15.0,7.384
230.0,-15.0,7.643
231.0,-15.0,7.911
232.0,-15.0,8.193
233.0,-15.0,8.497
234.0,-15.0,8.831
235.0,-15.0,9.206
236.0,-15.0,9.631
237.0,-15.0,10.1
238.0,-15.0,10.595
239.0,-15.0,11.095
240.0,-15.0,11.581
241.0,-15.0,12.048
242.0,-15.0,12.505
243.0,-15.0,12.96
244.0,-15.0,13.423
245.0,-15.0,13.908
246.0,-15.0,14.425
247.0,-15.0,14.966
248.0,-15.0,15.513
249.0,-15.0,16.043
250.0,-15.0,16.542
251.0,-15.0,17.025
252.0,-15.0,17.517
253.0,-15.0,18.04
254.0,-15.0,18.613
255.0,-15.0,19.213
256.0,-15.0,19.801
257.0,-15.0,20.345
258.0,-15.0,20.852
259.0,-15.0,21.345
260.0,-15.0,21.851
261.0,-15.0,22.395
262.0,-15.0,22.982
263.0,-15.0,23.599
264.0,-15.0,24.224
265.0,-15.0,24.845
266.0,-15.0,25.46
267.0,-15.0,26.068
268.0,-15.0,26.67
269.0,-15.0,27.28
270.0,-15.0,27.914
271.0,-15.0,28.588
272.0,-15.0,29.299
273.0,-15.0,30.031
183.0,-16.0,0.101
184.0,-16.0,0.172
185.0,-16.0,0.242
186.0,-16.0,0.313
187.0,-16.0,0.384
188.0,-16.0,0.454
189.0,-16.0,0.524
190.0,-16.0,0.593
191.0,-16.0,0.661
192.0,-16.0,0.73
193.0,-16.0,0.802
194.0,-16.0,0.88
195.0,-16.0,0.96
196.0,-16.0,1.043
197.0,-16.0,1.127
198.0,-16.0,1.211
199.0,-16.0,1.295
200.0,-16.0,1.379
201.0,-16.0,1.463
202.0,-16.0,1.546
203.0,-16.0,1.629
204.0,-16.0,1.71
205.0,-16.0,1.789
206.0,-16.0,1.865
207.0,-16.0,1.937
208.0,-16.0,2.005
209.0,-16.0,2.073
210.0,-16.0,2.149
211.0,-16.0,2.238
212.0,-16.0,2.336
213.0,-16.0,2.438
214.0,-16.0,2.544
215.0,-16.0,2.65
216.0,-16.0,2.757
217.0,-16.0,2.865
218.0,-16.0,2.973
219.0,-16.0,3.082
220.0,-16.0,3.192
221.0,-16.0,3.305
222.0,-16.0,3.421
223.0,-16.0,3.541
224.0,-16.0,3.667
225.0,-16.0,3.8
226.0,-16.0,3.942
227.0,-16.0,4.091
228.0,-16.0,4.245
229.0,-16.0,4.404
230.0,-16.0,4.563
231.0,-16.0,4.722
232.0,-16.0,4.88
233.0,-16.0,5.038
234.0,-16.0,5.195
235.0,-16.0,5.352
236.0,-16.0,5.51
237.0,-16.0,5.673
238.0,-16.0,5.849
239.0,-16.0,6.042
240.0,-16.0,6.257
241.0,-16.0,6.493
242.0,-16.0,6.745
243.0,-16.0,7.009
244.0,-16.0,7.283
245.0,-16.0,7.565
246.0,-16.0,7.853
247.0,-16.0,8.148
248.0,-16.0,8.448
249.0,-16.0,8.756
250.0,-16.0,9.074
251.0,-16.0,9.41
252.0,-16.0,9.77
253.0,-16.0,10.153
254.0,-16.0,10.541
255.0,-16.0,10.937
256.0,-16.0,11.348
257.0,-16.0,11.791
258.0,-16.0,12.254
259.0,-16.0,12.728
260.0,-16.0,13.212
261.0,-16.0,13.724
262.0,-16.0,14.21
263.0,-16.0,14.681
264.0,-16.0,15.162
265.0,-16.0,15.661
266.0,-16.0,16.18
267.0,-16.0,16.713
268.0,-16.0,17.251
269.0,-16.0,17.785
270.0,-16.0,18.304
271.0,-16.0,18.813
272.0,-16.0,19.33
273.0,-16.0,19.881
274.0,-16.0,20.484
275.0,-16.0,21.123
276.0,-16.0,21.774
277.0,-16.0,22.393
278.0,-16.0,22.964
279.0,-16.0,23.541
280.0,-16.0,24.138
281.0,-16.0,24.746
282.0,-16.0,25.361
283.0,-16.0,25.98
284.0,-16.0,26.607
285.0,-16.0,27.244
285.072,-16.0,27.29
